loan_id,customer_id,loan_amount,interest_rate,loan_term_months,loan_type,loan_purpose,application_date,approval_status,loan_status
8994,4461,2766550,8.24,84,Personal Loan,Business Expansion,2025-11-28,Approved,Active
8995,4461,2394378,8.27,120,Business Loan,Education,2023-05-12,Approved,Default
8996,4462,2162004,14.89,36,Business Loan,Home Purchase,2024-12-04,Rejected,Not Issued
8997,4463,1743771,15.09,36,Home Loan,Travel,2023-10-02,Pending,Not Issued
8998,4464,259382,11.84,12,Business Loan,Wedding,2025-09-10,Approved,Active
8999,4465,636164,12.81,48,Personal Loan,Vehicle,2025-10-05,Rejected,Not Issued
9000,4465,1833632,13.68,24,Car Loan,Medical,2025-09-19,Pending,Not Issued
9001,4466,1816564,15.98,60,Home Loan,Education,2023-10-17,Rejected,Not Issued
9002,4467,3298651,13.91,120,Home Loan,Wedding,2025-09-11,Rejected,Not Issued
9003,4468,4289958,15.86,48,Car Loan,Wedding,2023-08-20,Rejected,Not Issued
9004,4468,556098,13.68,24,Personal Loan,Business Expansion,2023-02-04,Pending,Not Issued
9005,4468,4043543,15.09,84,Car Loan,Medical,2023-09-27,Pending,Not Issued
9006,4469,621330,13.99,60,Car Loan,Travel,2025-11-08,Rejected,Not Issued
9007,4469,2016567,17.81,60,Personal Loan,Travel,2025-06-15,Pending,Not Issued
9008,4470,166039,12.65,84,Personal Loan,Home Purchase,2026-05-04,Rejected,Not Issued
9009,4470,599501,15.11,48,Car Loan,Wedding,2023-10-12,Pending,Not Issued
9010,4470,467546,13.42,84,Education Loan,Education,2024-03-30,Rejected,Not Issued
9011,4471,777599,9.7,84,Car Loan,Medical,2024-07-22,Approved,Default
9012,4471,217676,10.66,120,Home Loan,Vehicle,2023-11-28,Approved,Active
9013,4471,2001802,9.98,84,Home Loan,Education,2025-10-06,Approved,Active
9014,4472,3337083,15.79,120,Business Loan,Education,2023-08-06,Rejected,Not Issued
9015,4472,1916974,13.72,24,Home Loan,Wedding,2023-01-18,Rejected,Not Issued
9016,4473,3040831,7.48,84,Personal Loan,Home Purchase,2025-07-03,Approved,Active
9017,4473,4568599,7.18,60,Home Loan,Education,2025-10-21,Approved,Active
9018,4474,3240641,15.69,60,Car Loan,Education,2022-10-22,Pending,Not Issued
9019,4474,224957,15.6,48,Home Loan,Medical,2024-08-23,Rejected,Not Issued
9020,4474,1954680,13.18,36,Education Loan,Vehicle,2025-08-04,Pending,Not Issued
9021,4475,432873,7.79,120,Business Loan,Education,2022-08-12,Approved,Closed
9022,4476,2057742,8.15,84,Home Loan,Wedding,2025-04-25,Approved,Closed
9023,4476,4630426,8.54,84,Home Loan,Education,2024-07-16,Approved,Active
9024,4476,519802,7.03,120,Education Loan,Wedding,2026-05-08,Approved,Closed
9025,4477,1163700,15.05,48,Home Loan,Wedding,2024-06-24,Pending,Not Issued
9026,4478,3294773,16.58,48,Business Loan,Wedding,2025-06-14,Rejected,Not Issued
9027,4479,461091,17.6,60,Business Loan,Vehicle,2023-10-06,Rejected,Not Issued
9028,4479,3649775,14.99,120,Car Loan,Travel,2023-08-17,Pending,Not Issued
9029,4480,2781392,8.26,120,Car Loan,Medical,2025-11-07,Approved,Closed
9030,4480,1727617,9.0,48,Personal Loan,Home Purchase,2023-01-16,Approved,Closed
9031,4481,3567580,8.72,12,Education Loan,Wedding,2026-02-16,Approved,Active
9032,4481,1433033,8.01,48,Education Loan,Medical,2026-04-09,Approved,Active
9033,4481,3258525,8.75,48,Home Loan,Home Purchase,2025-04-10,Approved,Active
9034,4482,2126943,9.04,84,Education Loan,Home Purchase,2024-04-18,Pending,Not Issued
9035,4483,1226625,16.08,60,Education Loan,Home Purchase,2022-08-01,Rejected,Not Issued
9036,4483,345262,13.71,36,Home Loan,Home Purchase,2024-10-16,Rejected,Not Issued
9037,4484,2185725,14.35,120,Business Loan,Travel,2025-11-10,Pending,Not Issued
9038,4484,2359415,12.5,12,Business Loan,Vehicle,2026-06-12,Pending,Not Issued
9039,4485,2342404,12.69,48,Education Loan,Vehicle,2024-11-10,Pending,Not Issued
9040,4486,849503,13.17,36,Car Loan,Education,2024-09-10,Pending,Not Issued
9041,4487,1867700,11.1,24,Personal Loan,Education,2024-07-02,Approved,Closed
9042,4488,815142,16.73,60,Car Loan,Education,2023-08-10,Pending,Not Issued
9043,4488,3147156,12.42,12,Education Loan,Travel,2024-10-28,Rejected,Not Issued
9044,4488,3795233,16.64,48,Car Loan,Vehicle,2024-04-08,Rejected,Not Issued
9045,4489,446726,9.71,24,Education Loan,Business Expansion,2023-03-20,Pending,Not Issued
9046,4489,282778,11.16,12,Education Loan,Home Purchase,2024-04-13,Approved,Active
9047,4490,2366701,8.24,120,Personal Loan,Travel,2023-11-28,Approved,Active
9048,4491,1181679,11.67,48,Education Loan,Travel,2026-06-14,Approved,Active
9049,4492,4461861,14.02,60,Personal Loan,Home Purchase,2025-12-02,Rejected,Not Issued
9050,4493,1021388,13.36,120,Car Loan,Education,2025-03-03,Pending,Not Issued
9051,4493,354575,12.13,12,Business Loan,Medical,2026-02-02,Pending,Not Issued
9052,4493,566492,14.74,24,Car Loan,Vehicle,2022-11-23,Rejected,Not Issued
9053,4494,1444293,13.78,36,Home Loan,Medical,2024-11-08,Pending,Not Issued
9054,4494,1093337,12.87,36,Personal Loan,Home Purchase,2026-03-13,Rejected,Not Issued
9055,4495,1809067,14.31,12,Personal Loan,Travel,2025-12-11,Rejected,Not Issued
9056,4495,574003,15.01,48,Personal Loan,Medical,2025-01-25,Pending,Not Issued
9057,4495,1552576,12.16,36,Home Loan,Home Purchase,2023-07-28,Rejected,Not Issued
9058,4496,3839188,10.35,120,Business Loan,Wedding,2024-09-18,Approved,Closed
9059,4496,581406,10.67,36,Car Loan,Education,2026-05-22,Approved,Active
9060,4497,244546,8.27,84,Car Loan,Wedding,2024-08-09,Approved,Active
9061,4497,658110,8.49,12,Business Loan,Medical,2024-08-12,Approved,Active
9062,4497,1220813,8.17,36,Home Loan,Education,2026-04-20,Approved,Default
9063,4498,3201707,7.48,84,Car Loan,Vehicle,2026-01-29,Approved,Active
9064,4498,2128393,8.25,36,Business Loan,Education,2023-04-09,Approved,Closed
9065,4498,225320,7.94,48,Education Loan,Medical,2026-06-17,Approved,Closed
9066,4499,882875,11.48,48,Business Loan,Wedding,2025-03-29,Pending,Not Issued
9067,4499,2034976,9.55,48,Personal Loan,Medical,2023-08-24,Approved,Active
9068,4499,1219155,10.71,60,Education Loan,Medical,2024-05-07,Pending,Not Issued
9069,4500,1445401,15.47,84,Education Loan,Home Purchase,2025-06-08,Rejected,Not Issued
9070,4500,4604959,15.47,60,Education Loan,Medical,2022-08-07,Pending,Not Issued
9071,4500,556721,13.09,120,Business Loan,Vehicle,2025-04-09,Rejected,Not Issued
9072,4501,901818,17.1,48,Home Loan,Vehicle,2022-08-27,Rejected,Not Issued
9073,4502,2728067,7.29,84,Car Loan,Business Expansion,2022-08-29,Approved,Active
9074,4502,3618737,8.24,48,Personal Loan,Education,2025-11-27,Approved,Active
9075,4503,2233894,12.29,84,Car Loan,Travel,2023-01-07,Pending,Not Issued
9076,4504,2065685,14.29,120,Business Loan,Home Purchase,2024-05-28,Rejected,Not Issued
9077,4505,231256,13.39,24,Business Loan,Home Purchase,2024-05-08,Pending,Not Issued
9078,4505,303618,17.11,60,Personal Loan,Travel,2023-01-06,Pending,Not Issued
9079,4505,396328,16.69,24,Car Loan,Medical,2023-02-17,Rejected,Not Issued
9080,4506,2136489,14.95,120,Car Loan,Business Expansion,2025-01-11,Pending,Not Issued
9081,4506,81248,15.92,24,Education Loan,Vehicle,2022-12-15,Pending,Not Issued
9082,4507,1783522,11.35,36,Car Loan,Education,2023-12-23,Approved,Closed
9083,4507,3607433,10.9,84,Home Loan,Travel,2025-08-22,Approved,Active
9084,4508,2124899,8.82,36,Home Loan,Medical,2024-03-29,Approved,Active
9085,4508,4283525,8.35,120,Education Loan,Medical,2024-09-21,Approved,Active
9086,4509,3786237,16.27,24,Home Loan,Travel,2026-06-05,Rejected,Not Issued
9087,4509,4994206,16.16,12,Business Loan,Home Purchase,2025-10-08,Rejected,Not Issued
9088,4509,4003177,16.18,12,Home Loan,Medical,2025-03-29,Pending,Not Issued
9089,4510,3653474,12.94,120,Home Loan,Travel,2026-07-05,Approved,Active
9090,4510,2183110,12.12,84,Education Loan,Wedding,2023-08-16,Approved,Active
9091,4511,1250191,13.14,120,Home Loan,Business Expansion,2026-03-16,Rejected,Not Issued
9092,4511,885855,13.25,36,Personal Loan,Travel,2025-10-29,Rejected,Not Issued
9093,4512,3699502,14.37,60,Home Loan,Vehicle,2025-01-29,Pending,Not Issued
9094,4512,132945,15.63,120,Business Loan,Business Expansion,2025-03-27,Rejected,Not Issued
9095,4512,998669,13.72,60,Car Loan,Wedding,2022-12-23,Rejected,Not Issued
9096,4513,1619147,14.77,48,Car Loan,Vehicle,2022-10-20,Pending,Not Issued
9097,4514,3004912,12.16,120,Education Loan,Education,2024-03-31,Rejected,Not Issued
9098,4515,1406067,7.52,12,Business Loan,Wedding,2023-09-01,Approved,Active
9099,4516,301156,12.1,60,Car Loan,Wedding,2024-02-25,Pending,Not Issued
9100,4516,1125361,13.11,36,Home Loan,Business Expansion,2025-12-09,Pending,Not Issued
9101,4516,1038196,17.59,60,Personal Loan,Business Expansion,2024-07-31,Pending,Not Issued
9102,4517,2374560,17.33,84,Business Loan,Business Expansion,2022-12-10,Rejected,Not Issued
9103,4517,3077562,14.28,84,Business Loan,Education,2023-05-21,Pending,Not Issued
9104,4518,736072,16.96,48,Car Loan,Travel,2022-08-23,Rejected,Not Issued
9105,4518,2141490,14.44,60,Home Loan,Business Expansion,2023-05-06,Pending,Not Issued
9106,4519,374652,11.29,24,Business Loan,Medical,2023-11-28,Approved,Active
9107,4519,1929160,10.44,120,Business Loan,Travel,2025-11-22,Approved,Active
9108,4519,1956196,11.62,84,Car Loan,Wedding,2023-12-27,Approved,Closed
9109,4520,800036,8.46,120,Personal Loan,Home Purchase,2022-12-19,Approved,Closed
9110,4520,263007,7.8,60,Education Loan,Vehicle,2026-06-08,Approved,Default
9111,4520,489964,7.09,12,Car Loan,Travel,2024-06-27,Approved,Closed
9112,4521,2949290,11.55,24,Personal Loan,Business Expansion,2025-03-31,Approved,Default
9113,4521,1223653,10.36,24,Personal Loan,Education,2023-03-11,Approved,Active
9114,4521,2921149,10.48,36,Business Loan,Education,2024-06-08,Approved,Active
9115,4522,2357343,8.75,120,Personal Loan,Travel,2023-03-06,Approved,Active
9116,4522,4849701,7.39,36,Home Loan,Business Expansion,2026-05-08,Approved,Closed
9117,4522,316581,7.03,84,Business Loan,Travel,2022-11-23,Approved,Active
9118,4523,2903488,15.51,48,Education Loan,Wedding,2022-10-30,Pending,Not Issued
9119,4524,433585,10.32,84,Business Loan,Travel,2025-06-16,Pending,Not Issued
9120,4524,2303861,11.76,120,Home Loan,Wedding,2025-07-18,Pending,Not Issued
9121,4525,4780067,12.77,120,Education Loan,Home Purchase,2023-10-31,Rejected,Not Issued
9122,4526,402940,12.74,60,Car Loan,Wedding,2025-09-24,Rejected,Not Issued
9123,4527,1114509,16.22,36,Car Loan,Wedding,2024-05-30,Rejected,Not Issued
9124,4528,1017753,13.47,24,Education Loan,Education,2026-04-17,Pending,Not Issued
9125,4528,1085122,13.32,24,Personal Loan,Wedding,2024-09-03,Rejected,Not Issued
9126,4528,756146,13.75,120,Car Loan,Education,2023-10-05,Pending,Not Issued
9127,4529,2933567,8.44,84,Car Loan,Home Purchase,2025-05-17,Approved,Closed
9128,4529,4179411,7.03,60,Car Loan,Travel,2023-04-27,Approved,Closed
9129,4530,2929899,10.78,84,Personal Loan,Medical,2023-01-07,Approved,Active
9130,4530,2608105,10.87,84,Business Loan,Home Purchase,2023-04-17,Approved,Active
9131,4531,52392,12.32,12,Home Loan,Education,2025-04-03,Pending,Not Issued
9132,4531,630003,14.06,120,Education Loan,Home Purchase,2024-11-16,Pending,Not Issued
9133,4532,451689,12.89,48,Education Loan,Medical,2024-03-04,Pending,Not Issued
9134,4533,1792274,15.83,36,Car Loan,Education,2023-06-30,Pending,Not Issued
9135,4533,2846467,14.69,60,Home Loan,Home Purchase,2023-12-26,Pending,Not Issued
9136,4533,2818260,13.46,60,Business Loan,Medical,2026-06-28,Pending,Not Issued
9137,4534,315179,16.91,12,Education Loan,Vehicle,2022-11-10,Rejected,Not Issued
9138,4534,689860,17.44,84,Personal Loan,Education,2023-10-20,Rejected,Not Issued
9139,4535,2790175,14.45,48,Personal Loan,Business Expansion,2024-02-27,Rejected,Not Issued
9140,4536,1851420,11.07,60,Car Loan,Travel,2026-04-25,Pending,Not Issued
9141,4536,369298,10.8,24,Education Loan,Business Expansion,2026-05-30,Pending,Not Issued
9142,4537,2499704,10.83,24,Home Loan,Medical,2023-12-20,Approved,Default
9143,4537,454928,9.97,48,Business Loan,Wedding,2023-01-30,Approved,Active
9144,4538,888594,13.41,60,Home Loan,Education,2022-08-17,Rejected,Not Issued
9145,4539,2106751,17.66,48,Education Loan,Home Purchase,2023-07-29,Pending,Not Issued
9146,4539,1747767,16.4,48,Personal Loan,Medical,2024-02-06,Pending,Not Issued
9147,4540,2946885,17.04,12,Home Loan,Business Expansion,2022-09-04,Pending,Not Issued
9148,4541,1033273,17.39,36,Education Loan,Wedding,2022-10-21,Pending,Not Issued
9149,4542,86240,17.14,84,Personal Loan,Vehicle,2024-10-28,Rejected,Not Issued
9150,4542,3480772,13.35,36,Education Loan,Business Expansion,2023-09-09,Pending,Not Issued
9151,4543,501209,13.38,60,Business Loan,Home Purchase,2024-09-06,Pending,Not Issued
9152,4544,173622,13.09,12,Personal Loan,Education,2025-08-10,Pending,Not Issued
9153,4544,336747,15.23,60,Car Loan,Vehicle,2022-09-06,Pending,Not Issued
9154,4544,207802,16.56,48,Personal Loan,Business Expansion,2024-05-04,Pending,Not Issued
9155,4545,1151003,14.33,12,Business Loan,Home Purchase,2025-01-31,Pending,Not Issued
9156,4546,2936147,13.57,36,Education Loan,Business Expansion,2023-07-18,Pending,Not Issued
9157,4547,1086206,13.81,12,Home Loan,Education,2024-06-04,Rejected,Not Issued
9158,4547,3293013,12.82,24,Personal Loan,Home Purchase,2023-10-01,Rejected,Not Issued
9159,4548,2979767,8.82,12,Home Loan,Home Purchase,2026-03-18,Approved,Active
9160,4548,2601047,7.81,120,Business Loan,Medical,2023-06-18,Approved,Default
9161,4549,4905752,13.94,24,Personal Loan,Home Purchase,2025-01-06,Approved,Closed
9162,4550,4251402,8.88,24,Business Loan,Business Expansion,2026-03-28,Approved,Closed
9163,4550,2148553,8.01,60,Education Loan,Wedding,2023-03-30,Approved,Active
9164,4551,835875,15.37,48,Personal Loan,Education,2024-07-26,Rejected,Not Issued
9165,4551,865225,12.66,60,Personal Loan,Medical,2025-02-25,Pending,Not Issued
9166,4552,2047810,17.56,48,Home Loan,Medical,2026-05-24,Pending,Not Issued
9167,4552,1460149,16.8,12,Home Loan,Education,2024-04-07,Pending,Not Issued
9168,4553,2159344,15.57,48,Education Loan,Education,2024-07-04,Pending,Not Issued
9169,4554,2489762,17.92,24,Education Loan,Business Expansion,2023-12-26,Rejected,Not Issued
9170,4554,3200588,15.16,48,Home Loan,Education,2022-12-31,Rejected,Not Issued
9171,4555,2401128,15.82,120,Home Loan,Travel,2025-11-05,Pending,Not Issued
9172,4555,3016301,17.73,84,Business Loan,Business Expansion,2026-04-04,Pending,Not Issued
9173,4555,1316758,12.25,24,Car Loan,Education,2024-09-11,Pending,Not Issued
9174,4556,313960,15.93,60,Car Loan,Wedding,2025-03-14,Pending,Not Issued
9175,4557,4121229,8.79,60,Car Loan,Education,2023-07-08,Approved,Active
9176,4557,2292881,8.51,84,Education Loan,Home Purchase,2023-12-29,Approved,Active
9177,4558,3278258,12.4,120,Home Loan,Business Expansion,2026-07-02,Pending,Not Issued
9178,4559,1877253,15.48,12,Education Loan,Travel,2023-08-02,Pending,Not Issued
9179,4560,3954027,16.09,36,Home Loan,Medical,2025-05-12,Pending,Not Issued
9180,4560,1917543,15.8,120,Business Loan,Medical,2024-03-30,Pending,Not Issued
9181,4561,3519878,13.69,120,Home Loan,Home Purchase,2025-09-11,Pending,Not Issued
9182,4561,1786260,12.27,48,Education Loan,Education,2024-11-03,Approved,Default
9183,4561,2631186,16.57,120,Education Loan,Vehicle,2024-05-16,Pending,Not Issued
9184,4562,2734275,9.57,60,Education Loan,Travel,2022-12-09,Approved,Default
9185,4563,122210,14.48,120,Personal Loan,Home Purchase,2023-06-19,Rejected,Not Issued
9186,4564,547394,16.88,120,Home Loan,Travel,2025-02-03,Rejected,Not Issued
9187,4564,63039,16.73,60,Business Loan,Vehicle,2023-07-21,Rejected,Not Issued
9188,4564,465498,16.71,84,Education Loan,Business Expansion,2022-11-25,Rejected,Not Issued
9189,4565,751529,14.76,36,Business Loan,Travel,2024-06-21,Rejected,Not Issued
9190,4565,387093,16.11,24,Education Loan,Travel,2026-05-29,Rejected,Not Issued
9191,4566,4765062,12.08,84,Home Loan,Home Purchase,2026-07-03,Pending,Not Issued
9192,4567,1491037,13.19,36,Personal Loan,Wedding,2025-04-20,Rejected,Not Issued
9193,4568,4562260,8.55,60,Car Loan,Wedding,2023-07-06,Approved,Closed
9194,4569,1911807,10.33,120,Education Loan,Education,2025-10-12,Approved,Active
9195,4570,283605,13.02,84,Education Loan,Travel,2026-05-29,Pending,Not Issued
9196,4570,355905,17.69,24,Home Loan,Education,2025-01-03,Rejected,Not Issued
9197,4571,1063499,10.62,48,Education Loan,Vehicle,2026-03-31,Approved,Active
9198,4571,188193,10.98,48,Car Loan,Wedding,2025-05-28,Pending,Not Issued
9199,4572,447943,13.74,60,Car Loan,Wedding,2024-12-11,Rejected,Not Issued
9200,4572,2969570,14.65,36,Education Loan,Education,2025-09-21,Pending,Not Issued
9201,4573,2606500,12.15,60,Business Loan,Wedding,2025-05-16,Rejected,Not Issued
9202,4574,568270,10.96,48,Car Loan,Business Expansion,2026-05-13,Approved,Closed
9203,4574,1542931,11.51,12,Personal Loan,Home Purchase,2025-01-24,Approved,Closed
9204,4574,3424999,10.17,120,Business Loan,Education,2023-09-30,Approved,Active
9205,4575,1972245,15.1,36,Education Loan,Travel,2023-03-31,Pending,Not Issued
9206,4576,1149969,15.77,12,Education Loan,Medical,2023-10-19,Rejected,Not Issued
9207,4576,1527352,12.84,24,Home Loan,Home Purchase,2024-05-03,Rejected,Not Issued
9208,4576,2193752,12.92,84,Personal Loan,Home Purchase,2022-12-21,Rejected,Not Issued
9209,4577,3526791,17.06,84,Personal Loan,Wedding,2026-02-02,Rejected,Not Issued
9210,4577,3483443,13.56,36,Home Loan,Education,2023-09-05,Pending,Not Issued
9211,4577,2564100,13.32,12,Car Loan,Business Expansion,2024-04-27,Pending,Not Issued
9212,4578,2073637,10.0,120,Business Loan,Medical,2026-01-22,Approved,Closed
9213,4579,1151138,9.85,120,Education Loan,Vehicle,2025-06-30,Approved,Active
9214,4579,793339,11.67,60,Business Loan,Business Expansion,2023-04-05,Pending,Not Issued
9215,4579,2448123,9.0,48,Personal Loan,Home Purchase,2023-11-10,Approved,Active
9216,4580,2138201,12.43,60,Education Loan,Business Expansion,2022-11-10,Pending,Not Issued
9217,4580,2733033,13.74,60,Personal Loan,Education,2026-01-26,Rejected,Not Issued
9218,4580,1339220,13.21,60,Business Loan,Medical,2025-04-23,Rejected,Not Issued
9219,4581,831899,17.2,60,Business Loan,Home Purchase,2024-11-16,Pending,Not Issued
9220,4581,337660,13.41,84,Education Loan,Travel,2022-12-13,Approved,Closed
9221,4582,2721444,11.9,12,Home Loan,Travel,2023-09-12,Pending,Not Issued
9222,4583,1221489,10.78,120,Personal Loan,Education,2025-08-17,Pending,Not Issued
9223,4583,1584439,9.68,24,Personal Loan,Medical,2025-06-13,Approved,Closed
9224,4583,833972,11.27,84,Home Loan,Business Expansion,2023-10-01,Pending,Not Issued
9225,4584,196515,15.93,120,Education Loan,Home Purchase,2025-01-08,Rejected,Not Issued
9226,4584,420057,17.88,12,Business Loan,Vehicle,2025-05-02,Rejected,Not Issued
9227,4585,567413,15.59,84,Car Loan,Medical,2022-11-17,Pending,Not Issued
9228,4585,1114160,16.95,48,Home Loan,Medical,2024-01-03,Rejected,Not Issued
9229,4586,747739,17.82,24,Business Loan,Education,2025-11-19,Rejected,Not Issued
9230,4587,1391660,14.14,48,Car Loan,Wedding,2025-11-19,Pending,Not Issued
9231,4587,825281,17.5,24,Personal Loan,Wedding,2025-06-24,Pending,Not Issued
9232,4587,1262499,14.72,120,Home Loan,Business Expansion,2025-12-08,Pending,Not Issued
9233,4588,773277,12.01,48,Home Loan,Vehicle,2024-12-17,Pending,Not Issued
9234,4588,979870,15.72,60,Car Loan,Medical,2023-12-20,Rejected,Not Issued
9235,4589,1930200,16.87,60,Home Loan,Business Expansion,2023-02-18,Rejected,Not Issued
9236,4590,479548,15.17,24,Home Loan,Medical,2025-10-20,Pending,Not Issued
9237,4590,1740382,16.23,120,Business Loan,Wedding,2025-10-12,Rejected,Not Issued
9238,4590,364566,16.59,12,Personal Loan,Home Purchase,2023-10-23,Rejected,Not Issued
9239,4591,2762825,12.51,60,Business Loan,Home Purchase,2024-09-17,Rejected,Not Issued
9240,4591,1349862,17.43,60,Personal Loan,Medical,2024-02-20,Rejected,Not Issued
9241,4591,1317593,16.25,120,Home Loan,Medical,2025-01-08,Pending,Not Issued
9242,4592,517007,7.94,60,Home Loan,Home Purchase,2026-03-31,Approved,Closed
9243,4592,1935111,7.82,120,Car Loan,Vehicle,2024-09-15,Approved,Active
9244,4592,4180695,7.78,24,Home Loan,Education,2024-04-29,Approved,Active
9245,4593,155410,14.64,12,Home Loan,Travel,2022-10-21,Approved,Active
9246,4593,3515306,14.09,24,Education Loan,Business Expansion,2026-02-12,Approved,Active
9247,4593,1613557,13.58,60,Education Loan,Travel,2023-08-16,Pending,Not Issued
9248,4594,3220101,17.81,120,Car Loan,Wedding,2024-12-10,Pending,Not Issued
9249,4594,2165865,15.51,24,Business Loan,Home Purchase,2026-05-01,Pending,Not Issued
9250,4594,497594,12.08,36,Business Loan,Education,2023-07-26,Pending,Not Issued
9251,4595,722573,16.25,24,Personal Loan,Education,2025-02-19,Rejected,Not Issued
9252,4595,751325,13.76,60,Home Loan,Vehicle,2025-10-11,Rejected,Not Issued
9253,4596,1146175,13.44,84,Home Loan,Vehicle,2025-09-07,Rejected,Not Issued
9254,4596,1846695,14.49,120,Personal Loan,Home Purchase,2026-05-09,Pending,Not Issued
9255,4597,478632,12.79,36,Home Loan,Education,2024-02-28,Pending,Not Issued
9256,4597,1939464,17.63,60,Education Loan,Medical,2023-10-01,Approved,Active
9257,4598,3109638,12.41,120,Car Loan,Home Purchase,2026-04-01,Rejected,Not Issued
9258,4598,2536748,16.86,12,Car Loan,Business Expansion,2023-01-10,Rejected,Not Issued
9259,4598,1118799,16.68,12,Car Loan,Home Purchase,2023-08-09,Rejected,Not Issued
9260,4599,4224994,10.19,12,Home Loan,Travel,2023-10-31,Pending,Not Issued
9261,4599,2141371,11.61,24,Home Loan,Medical,2023-03-05,Pending,Not Issued
9262,4599,4051854,11.78,48,Home Loan,Medical,2025-02-01,Pending,Not Issued
9263,4600,1338428,8.38,24,Home Loan,Wedding,2022-09-25,Approved,Default
9264,4600,939987,8.59,12,Business Loan,Home Purchase,2025-06-14,Approved,Closed
9265,4600,517058,7.21,84,Personal Loan,Education,2024-09-27,Approved,Active
9266,4601,385746,16.22,12,Home Loan,Business Expansion,2025-01-22,Pending,Not Issued
9267,4601,821972,12.56,60,Home Loan,Travel,2025-12-17,Pending,Not Issued
9268,4602,3971169,12.6,84,Home Loan,Travel,2026-05-17,Rejected,Not Issued
9269,4603,1051084,11.08,12,Car Loan,Education,2022-11-18,Approved,Closed
9270,4603,1114708,9.47,120,Business Loan,Medical,2024-10-06,Pending,Not Issued
9271,4603,2573822,10.28,60,Home Loan,Vehicle,2023-06-08,Pending,Not Issued
9272,4604,1417190,16.42,24,Education Loan,Vehicle,2023-07-22,Pending,Not Issued
9273,4605,2280039,13.18,84,Personal Loan,Vehicle,2024-07-23,Pending,Not Issued
9274,4606,4140672,11.14,36,Car Loan,Travel,2025-11-02,Pending,Not Issued
9275,4607,673381,16.27,48,Personal Loan,Wedding,2026-01-30,Rejected,Not Issued
9276,4607,2702919,12.86,84,Business Loan,Travel,2024-11-30,Rejected,Not Issued
9277,4607,1722295,12.64,24,Education Loan,Wedding,2024-02-22,Pending,Not Issued
9278,4608,1541403,9.12,36,Personal Loan,Travel,2023-03-07,Pending,Not Issued
9279,4608,271178,11.52,24,Education Loan,Education,2025-06-30,Pending,Not Issued
9280,4608,963174,11.39,24,Business Loan,Education,2024-08-28,Approved,Active
9281,4609,1257067,9.59,84,Education Loan,Business Expansion,2025-10-15,Approved,Default
9282,4610,454043,17.75,36,Business Loan,Business Expansion,2023-03-10,Approved,Active
9283,4611,4827965,11.44,60,Business Loan,Business Expansion,2022-12-14,Pending,Not Issued
9284,4612,3058654,17.04,24,Business Loan,Education,2023-06-28,Pending,Not Issued
9285,4612,1226464,12.73,12,Home Loan,Medical,2024-12-13,Pending,Not Issued
9286,4613,1153503,16.22,36,Home Loan,Vehicle,2025-12-26,Rejected,Not Issued
9287,4613,626164,16.84,12,Car Loan,Education,2025-01-17,Rejected,Not Issued
9288,4614,1096787,13.63,24,Home Loan,Business Expansion,2025-10-07,Pending,Not Issued
9289,4615,458581,15.89,12,Home Loan,Business Expansion,2025-12-22,Rejected,Not Issued
9290,4615,1696645,13.87,84,Business Loan,Medical,2023-04-16,Rejected,Not Issued
9291,4616,293441,12.0,24,Home Loan,Business Expansion,2025-12-23,Rejected,Not Issued
9292,4617,658713,7.08,12,Business Loan,Wedding,2023-09-08,Approved,Active
9293,4617,1447567,8.64,24,Home Loan,Medical,2025-06-26,Approved,Closed
9294,4617,232649,8.03,60,Personal Loan,Medical,2023-12-11,Approved,Active
9295,4618,992573,8.57,120,Education Loan,Travel,2022-10-02,Approved,Closed
9296,4618,2773006,7.59,12,Business Loan,Vehicle,2025-05-11,Approved,Closed
9297,4618,4890579,8.87,24,Business Loan,Home Purchase,2025-05-22,Approved,Closed
9298,4619,895783,10.27,60,Education Loan,Medical,2022-09-29,Approved,Closed
9299,4619,937898,9.27,24,Home Loan,Home Purchase,2023-06-04,Approved,Active
9300,4619,2804568,10.12,84,Car Loan,Business Expansion,2023-01-24,Approved,Active
9301,4620,1928640,14.15,120,Home Loan,Business Expansion,2022-07-22,Rejected,Not Issued
9302,4621,837634,14.2,84,Education Loan,Home Purchase,2025-01-01,Rejected,Not Issued
9303,4621,290562,16.43,84,Business Loan,Vehicle,2025-10-04,Rejected,Not Issued
9304,4622,2295707,7.24,12,Business Loan,Vehicle,2022-10-03,Approved,Active
9305,4622,508013,7.87,60,Education Loan,Travel,2025-06-06,Approved,Closed
9306,4622,990792,8.98,12,Education Loan,Wedding,2026-05-24,Approved,Active
9307,4623,1607464,17.06,12,Personal Loan,Wedding,2026-01-18,Rejected,Not Issued
9308,4623,1320874,16.09,48,Home Loan,Vehicle,2023-10-27,Pending,Not Issued
9309,4623,1461776,15.34,36,Personal Loan,Travel,2025-04-29,Pending,Not Issued
9310,4624,1313730,10.16,24,Home Loan,Business Expansion,2024-08-23,Approved,Closed
9311,4625,1853665,13.5,84,Home Loan,Home Purchase,2023-08-21,Pending,Not Issued
9312,4626,4746625,7.7,36,Home Loan,Business Expansion,2025-07-20,Approved,Closed
9313,4627,2268249,17.07,120,Business Loan,Education,2023-04-27,Approved,Active
9314,4627,3087080,14.51,36,Car Loan,Wedding,2022-11-19,Approved,Active
9315,4627,325110,12.27,12,Education Loan,Business Expansion,2026-01-11,Approved,Closed
